[NanoDet][04-04 13:06:11]INFO:Setting up data...
[NanoDet][04-04 13:06:12]INFO:Creating model...
loading annotations into memory...
Done (t=0.17s)
creating index...
index created!
loading annotations into memory...
Done (t=0.03s)
creating index...
index created!
model size is  1.5x
init weights...
Finish initialize NanoDet-Plus Head.
GPU available: True (cuda), used: True
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
HPU available: False, using: 0 HPUs
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]

  | Name      | Type        | Params
------------------------------------------
0 | model     | NanoDetPlus | 7.7 M 
1 | avg_model | NanoDetPlus | 7.7 M 
------------------------------------------
15.5 M    Trainable params
0         Non-trainable params
15.5 M    Total params
61.937    Total estimated model params size (MB)
[NanoDet][04-04 13:06:15]INFO:Weight Averaging is enabled
/cluster/home/mariutor/.conda/envs/nanodet/lib/python3.10/site-packages/pytorch_lightning/trainer/connectors/data_connector.py:236: PossibleUserWarning: The dataloader, train_dataloader, does not have many workers which may be a bottleneck. Consider increasing the value of the `num_workers` argument` (try 48 which is the number of cpus on this machine) in the `DataLoader` init to improve performance.
  rank_zero_warn(
/cluster/home/mariutor/.conda/envs/nanodet/lib/python3.10/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /opt/conda/conda-bld/pytorch_1666643003845/work/aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
[NanoDet][04-04 13:06:26]INFO:Train|Epoch1/300|Iter0(1/4962)| mem:57.1G| lr:1.00e-07| loss_qfl:0.8667| loss_bbox:0.1594| loss_dfl:0.0755| aux_loss_qfl:0.8518| aux_loss_bbox:0.1759| aux_loss_dfl:0.0907| 
[NanoDet][04-04 13:08:38]INFO:Train|Epoch1/300|Iter50(51/4962)| mem:61.3G| lr:1.00e-04| loss_qfl:0.6668| loss_bbox:1.2013| loss_dfl:0.4966| aux_loss_qfl:0.7228| aux_loss_bbox:1.0852| aux_loss_dfl:0.5784| 
[NanoDet][04-04 13:10:49]INFO:Train|Epoch1/300|Iter100(101/4962)| mem:61.3G| lr:2.00e-04| loss_qfl:0.8683| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.0657| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 13:13:02]INFO:Train|Epoch1/300|Iter150(151/4962)| mem:61.3G| lr:3.00e-04| loss_qfl:0.7451| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.3319| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 13:15:13]INFO:Train|Epoch1/300|Iter200(201/4962)| mem:61.3G| lr:4.00e-04| loss_qfl:0.7921| loss_bbox:0.0648| loss_dfl:0.0285| aux_loss_qfl:0.9689| aux_loss_bbox:0.0207| aux_loss_dfl:0.0100| 
[NanoDet][04-04 13:17:23]INFO:Train|Epoch1/300|Iter250(251/4962)| mem:61.3G| lr:5.00e-04| loss_qfl:0.5006| loss_bbox:1.0556| loss_dfl:0.5326| aux_loss_qfl:0.3855| aux_loss_bbox:1.0356| aux_loss_dfl:0.4997| 
[NanoDet][04-04 13:19:35]INFO:Train|Epoch1/300|Iter300(301/4962)| mem:61.3G| lr:6.00e-04| loss_qfl:0.6406| loss_bbox:1.1239| loss_dfl:0.4802| aux_loss_qfl:0.7319| aux_loss_bbox:0.6153| aux_loss_dfl:0.3027| 
[NanoDet][04-04 13:21:43]INFO:Train|Epoch1/300|Iter350(351/4962)| mem:61.3G| lr:7.00e-04| loss_qfl:0.7466| loss_bbox:0.7193| loss_dfl:0.4275| aux_loss_qfl:0.8397| aux_loss_bbox:0.7127| aux_loss_dfl:0.4555| 
[NanoDet][04-04 13:23:54]INFO:Train|Epoch1/300|Iter400(401/4962)| mem:61.3G| lr:8.00e-04| loss_qfl:0.2966| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.0811| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 13:26:04]INFO:Train|Epoch1/300|Iter450(451/4962)| mem:61.3G| lr:9.00e-04| loss_qfl:0.8994| loss_bbox:0.8377| loss_dfl:0.4436| aux_loss_qfl:0.7669| aux_loss_bbox:0.7953| aux_loss_dfl:0.4565| 
[NanoDet][04-04 13:28:14]INFO:Train|Epoch1/300|Iter500(501/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.4460| loss_bbox:0.7572| loss_dfl:0.4213| aux_loss_qfl:0.4956| aux_loss_bbox:0.7314| aux_loss_dfl:0.3938| 
[NanoDet][04-04 13:30:25]INFO:Train|Epoch1/300|Iter550(551/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.6708| loss_bbox:0.9608| loss_dfl:0.4697| aux_loss_qfl:0.8349| aux_loss_bbox:0.3598| aux_loss_dfl:0.1801| 
[NanoDet][04-04 13:32:35]INFO:Train|Epoch1/300|Iter600(601/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.5437| loss_bbox:0.8225| loss_dfl:0.3664| aux_loss_qfl:0.8252| aux_loss_bbox:0.1334| aux_loss_dfl:0.0911| 
[NanoDet][04-04 13:34:46]INFO:Train|Epoch1/300|Iter650(651/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.2924| loss_bbox:0.1377| loss_dfl:0.0372| aux_loss_qfl:0.3671| aux_loss_bbox:0.0554| aux_loss_dfl:0.0181| 
[NanoDet][04-04 13:36:59]INFO:Train|Epoch1/300|Iter700(701/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.5530| loss_bbox:1.3619| loss_dfl:0.6244| aux_loss_qfl:0.6422| aux_loss_bbox:1.1049| aux_loss_dfl:0.6569| 
[NanoDet][04-04 13:39:11]INFO:Train|Epoch1/300|Iter750(751/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.5369| loss_bbox:0.8144| loss_dfl:0.4132| aux_loss_qfl:0.6104| aux_loss_bbox:0.8226| aux_loss_dfl:0.3772| 
[NanoDet][04-04 13:41:22]INFO:Train|Epoch1/300|Iter800(801/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.6048| loss_bbox:0.9126| loss_dfl:0.4351| aux_loss_qfl:0.8569| aux_loss_bbox:0.4078| aux_loss_dfl:0.1887| 
[NanoDet][04-04 13:43:32]INFO:Train|Epoch1/300|Iter850(851/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.1530| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.0772| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 13:45:43]INFO:Train|Epoch1/300|Iter900(901/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.1053| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.1976| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 13:47:53]INFO:Train|Epoch1/300|Iter950(951/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.5808| loss_bbox:0.8775| loss_dfl:0.4103| aux_loss_qfl:1.0273| aux_loss_bbox:0.1732| aux_loss_dfl:0.0754| 
[NanoDet][04-04 13:50:03]INFO:Train|Epoch1/300|Iter1000(1001/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.6642| loss_bbox:0.0946| loss_dfl:0.0328| aux_loss_qfl:0.7867| aux_loss_bbox:0.0275| aux_loss_dfl:0.0089| 
[NanoDet][04-04 13:52:12]INFO:Train|Epoch1/300|Iter1050(1051/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.1843| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.3732| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 13:54:24]INFO:Train|Epoch1/300|Iter1100(1101/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.2122| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.0182| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 13:56:33]INFO:Train|Epoch1/300|Iter1150(1151/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:1.2395| loss_bbox:0.4194| loss_dfl:0.2408| aux_loss_qfl:0.8672| aux_loss_bbox:0.6131| aux_loss_dfl:0.3596| 
[NanoDet][04-04 13:58:43]INFO:Train|Epoch1/300|Iter1200(1201/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.7125| loss_bbox:0.5329| loss_dfl:0.3524| aux_loss_qfl:0.6799| aux_loss_bbox:0.5370| aux_loss_dfl:0.3438| 
[NanoDet][04-04 14:00:52]INFO:Train|Epoch1/300|Iter1250(1251/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.2947| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:1.4873| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 14:03:03]INFO:Train|Epoch1/300|Iter1300(1301/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.8046| loss_bbox:0.0211| loss_dfl:0.0053| aux_loss_qfl:0.9498| aux_loss_bbox:0.0062| aux_loss_dfl:0.0017| 
[NanoDet][04-04 14:05:13]INFO:Train|Epoch1/300|Iter1350(1351/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:1.0680| loss_bbox:0.6229| loss_dfl:0.3094| aux_loss_qfl:0.4416| aux_loss_bbox:0.5944| aux_loss_dfl:0.3154| 
[NanoDet][04-04 14:07:23]INFO:Train|Epoch1/300|Iter1400(1401/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.3766| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.0636| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 14:09:33]INFO:Train|Epoch1/300|Iter1450(1451/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.6961| loss_bbox:0.1769| loss_dfl:0.0819| aux_loss_qfl:0.8649| aux_loss_bbox:0.0495| aux_loss_dfl:0.0304| 
[NanoDet][04-04 14:11:44]INFO:Train|Epoch1/300|Iter1500(1501/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.3593| loss_bbox:0.7780| loss_dfl:0.3519| aux_loss_qfl:0.5934| aux_loss_bbox:0.4437| aux_loss_dfl:0.1930| 
[NanoDet][04-04 14:13:54]INFO:Train|Epoch1/300|Iter1550(1551/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.2724| loss_bbox:0.7899| loss_dfl:0.3984| aux_loss_qfl:0.8355| aux_loss_bbox:0.5692| aux_loss_dfl:0.3156| 
[NanoDet][04-04 14:16:05]INFO:Train|Epoch1/300|Iter1600(1601/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.9322| loss_bbox:0.5564| loss_dfl:0.3506| aux_loss_qfl:0.8704| aux_loss_bbox:0.5027| aux_loss_dfl:0.2862| 
[NanoDet][04-04 14:18:14]INFO:Train|Epoch1/300|Iter1650(1651/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.6719| loss_bbox:1.0602| loss_dfl:0.3883| aux_loss_qfl:0.5206| aux_loss_bbox:0.7622| aux_loss_dfl:0.2294| 
[NanoDet][04-04 14:20:24]INFO:Train|Epoch1/300|Iter1700(1701/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:2.5608| loss_bbox:0.5788| loss_dfl:0.4295| aux_loss_qfl:1.0464| aux_loss_bbox:0.4874| aux_loss_dfl:0.3542| 
[NanoDet][04-04 14:22:33]INFO:Train|Epoch1/300|Iter1750(1751/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.4320| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.2134| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
[NanoDet][04-04 14:24:44]INFO:Train|Epoch1/300|Iter1800(1801/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.7296| loss_bbox:0.4513| loss_dfl:0.3223| aux_loss_qfl:0.5565| aux_loss_bbox:0.4863| aux_loss_dfl:0.3200| 
[NanoDet][04-04 14:26:54]INFO:Train|Epoch1/300|Iter1850(1851/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.9485| loss_bbox:0.9780| loss_dfl:0.4350| aux_loss_qfl:0.7576| aux_loss_bbox:0.6425| aux_loss_dfl:0.2979| 
[NanoDet][04-04 14:29:03]INFO:Train|Epoch1/300|Iter1900(1901/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.6805| loss_bbox:0.9524| loss_dfl:0.4625| aux_loss_qfl:0.7509| aux_loss_bbox:0.8689| aux_loss_dfl:0.4753| 
[NanoDet][04-04 14:31:15]INFO:Train|Epoch1/300|Iter1950(1951/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.5946| loss_bbox:0.6180| loss_dfl:0.3179| aux_loss_qfl:1.0253| aux_loss_bbox:0.3085| aux_loss_dfl:0.1470| 
[NanoDet][04-04 14:33:26]INFO:Train|Epoch1/300|Iter2000(2001/4962)| mem:61.3G| lr:1.00e-03| loss_qfl:0.1107| loss_bbox:0.0000| loss_dfl:0.0000| aux_loss_qfl:0.0991| aux_loss_bbox:0.0000| aux_loss_dfl:0.0000| 
